Subject	Trial	TimePt	Time	ChoiceX	ChoiceSignedX	ChoiceY	Drx	Trajectory
106	1	1	0.000	0.0000	0.0000	0.0000	-1	90.0000
106	1	2	0.017	0.0000	0.0000	0.0000	-1	1.0000
106	1	3	0.034	0.0000	0.0000	0.0000	-1	1.0000
106	1	4	0.050	0.0000	0.0000	0.0000	-1	-0.0000
106	1	5	0.067	0.0000	0.0000	0.0015	-1	-0.0000
106	1	6	0.084	0.0000	0.0000	0.0015	-1	-0.0000
106	1	7	0.101	0.0000	0.0000	0.0015	-1	-0.0000
106	1	8	0.118	0.0000	0.0000	0.0015	-1	-0.0000
106	1	9	0.134	0.0000	0.0000	0.0015	-1	-0.0000
106	1	10	0.151	0.0000	0.0000	0.0015	-1	-0.0000
106	1	11	0.168	0.0000	0.0000	0.0030	-1	-0.0000
106	1	12	0.185	0.0000	0.0000	0.0076	-1	-0.0000
106	1	13	0.202	0.0000	0.0000	0.0106	-1	0.0000
106	1	14	0.218	0.0000	0.0000	0.0198	-1	-0.0000
106	1	15	0.235	0.0000	0.0000	0.0274	-1	-0.0000
106	1	16	0.252	0.0000	0.0000	0.0578	-1	-0.0000
106	1	17	0.269	0.0000	0.0000	0.0821	-1	-0.0895
106	1	18	0.286	-0.0016	-0.0016	0.1033	-1	-0.1765
106	1	19	0.302	-0.0063	-0.0063	0.1353	-1	-0.2214
106	1	20	0.319	-0.0126	-0.0126	0.1687	-1	-0.2805
106	1	21	0.336	-0.0190	-0.0190	0.1945	-1	-0.5474
106	1	22	0.353	-0.0300	-0.0300	0.2158	-1	-0.5454
106	1	23	0.370	-0.0363	-0.0363	0.2280	-1	-0.6301
106	1	24	0.386	-0.0411	-0.0411	0.2356	-1	-0.8986
106	1	25	0.403	-0.0490	-0.0490	0.2432	-1	-0.4800
106	1	26	0.420	-0.0537	-0.0537	0.2538	-1	-0.1865
106	1	27	0.437	-0.0553	-0.0553	0.2644	-1	-0.0282
106	1	28	0.454	-0.0553	-0.0553	0.2812	1	0.4494
106	1	29	0.470	-0.0442	-0.0442	0.3040	1	0.4988
106	1	30	0.487	-0.0284	-0.0284	0.3328	1	0.6717
106	1	31	0.504	0.0079	0.0079	0.3784	1	0.9111
106	1	32	0.521	0.1359	0.1359	0.4757	1	1.0000
106	1	33	0.538	0.2306	0.2306	0.5289	1	1.0000
106	1	34	0.554	0.3223	0.3223	0.5653	1	1.0000
106	1	35	0.571	0.4250	0.4250	0.6064	1	1.0000
106	1	36	0.588	0.4945	0.4945	0.6307	1	1.0000
106	1	37	0.605	0.5371	0.5371	0.6413	1	1.0000
106	1	38	0.622	0.5703	0.5703	0.6535	1	1.0000
106	1	39	0.638	0.5972	0.5972	0.6611	1	1.0000
106	1	40	0.655	0.6224	0.6224	0.6717	1	1.0000
106	1	41	0.672	0.6461	0.6461	0.6884	1	1.0000
106	1	42	0.689	0.6825	0.6825	0.7112	1	1.0000
106	1	43	0.706	0.6983	0.6983	0.7204	1	1.0000
106	1	44	0.722	0.7204	0.7204	0.7356	1	1.0000
106	1	45	0.739	0.7536	0.7536	0.7644	1	0.9311
106	1	46	0.756	0.7930	0.7930	0.8085	1	0.8166
106	1	47	0.773	0.8231	0.8231	0.8511	1	0.8939
106	1	48	0.790	0.8483	0.8483	0.8784	1	0.8652
106	1	49	0.806	0.8689	0.8689	0.9012	1	1.0000
106	1	50	0.823	0.8847	0.8847	0.9119	1	1.0000
106	1	51	0.840	0.8942	0.8942	0.9179	1	1.0000
106	1	52	0.857	0.9194	0.9194	0.9301	1	1.0000
106	1	53	0.874	0.9384	0.9384	0.9468	1	1.0000
106	1	54	0.890	0.9589	0.9589	0.9574	1	1.0000
106	1	55	0.907	0.9763	0.9763	0.9696	1	1.0000
106	1	56	0.924	0.9842	0.9842	0.9772	1	1.0000
106	1	57	0.941	0.9889	0.9889	0.9818	1	1.0000
106	1	58	0.958	0.9921	0.9921	0.9848	1	1.0000
106	1	59	0.974	0.9953	0.9953	0.9894	1	1.0000
106	1	60	0.991	0.9984	0.9984	0.9970	1	1.0000
106	1	61	1.008	0.9984	0.9984	0.9970	1	1.0000
106	1	62	1.025	1.0000	1.0000	1.0000	1	1.0000
106	2	1	0.000	-0.0000	0.0000	0.0000	1	-0.0000
106	2	2	0.017	-0.0000	0.0000	0.0295	1	0.0000
106	2	3	0.034	-0.0000	0.0000	0.0669	1	0.3698
106	2	4	0.051	-0.0131	0.0131	0.1089	1	0.2812
106	2	5	0.067	-0.0234	0.0234	0.1524	1	0.1745
106	2	6	0.084	-0.0277	0.0277	0.1835	1	0.0153
106	2	7	0.101	-0.0277	0.0277	0.2022	1	0.0151
106	2	8	0.118	-0.0277	0.0277	0.2317	1	0.0146
106	2	9	0.135	-0.0277	0.0277	0.2535	1	0.0816
106	2	10	0.151	-0.0292	0.0292	0.2768	1	0.1937
106	2	11	0.168	-0.0321	0.0321	0.2939	1	0.2310
106	2	12	0.185	-0.0350	0.0350	0.3079	1	0.0917
106	2	13	0.202	-0.0365	0.0365	0.3281	1	0.0173
106	2	14	0.219	-0.0365	0.0365	0.3546	1	0.0167
106	2	15	0.235	-0.0365	0.0365	0.3841	1	0.0160
106	2	16	0.252	-0.0365	0.0365	0.4184	1	0.2596
106	2	17	0.269	-0.0438	0.0438	0.4463	1	0.2816
106	2	18	0.286	-0.0496	0.0496	0.4666	1	0.3399
106	2	19	0.303	-0.0569	0.0569	0.4868	1	0.1428
106	2	20	0.319	-0.0584	0.0584	0.4977	1	0.0213
106	2	21	0.336	-0.0584	0.0584	0.5070	1	0.1605
106	2	22	0.353	-0.0599	0.0599	0.5163	1	0.3420
106	2	23	0.370	-0.0628	0.0628	0.5241	1	0.5186
106	2	24	0.387	-0.0686	0.0686	0.5334	1	0.5919
106	2	25	0.403	-0.0745	0.0745	0.5412	1	0.6198
106	2	26	0.420	-0.0832	0.0832	0.5521	1	0.5419
106	2	27	0.437	-0.0978	0.0978	0.5739	1	0.7471
106	2	28	0.454	-0.1270	0.1270	0.6003	1	0.8568
106	2	29	0.471	-0.1839	0.1839	0.6392	1	0.8819
106	2	30	0.487	-0.2584	0.2584	0.6858	1	0.9289
106	2	31	0.504	-0.2847	0.2847	0.6998	1	0.9267
106	2	32	0.521	-0.2964	0.2964	0.7061	1	0.6660
106	2	33	0.538	-0.2978	0.2978	0.7076	-1	-0.6604
106	2	34	0.555	-0.2876	0.2876	0.7154	-1	-0.9342
106	2	35	0.571	-0.2175	0.2175	0.7372	-1	-1.0000
106	2	36	0.588	-0.0876	0.0876	0.7543	-1	-1.0000
106	2	37	0.605	0.0365	-0.0365	0.7714	-1	-1.0000
106	2	38	0.622	0.1766	-0.1766	0.7994	-1	-1.0000
106	2	39	0.639	0.3051	-0.3051	0.8165	-1	-1.0000
106	2	40	0.655	0.4511	-0.4511	0.8414	-1	-1.0000
106	2	41	0.672	0.4949	-0.4949	0.8491	-1	-0.9423
106	2	42	0.689	0.5109	-0.5109	0.8554	-1	-0.8536
106	2	43	0.706	0.5139	-0.5139	0.8569	-1	-1.0000
106	2	44	0.723	0.5153	-0.5153	0.8569	-1	-0.8876
106	2	45	0.739	0.5285	-0.5285	0.8631	-1	-1.0000
106	2	46	0.756	0.5533	-0.5533	0.8694	-1	-0.9767
106	2	47	0.773	0.5912	-0.5912	0.8818	-1	-0.8760
106	2	48	0.790	0.6263	-0.6263	0.8989	-1	-0.9720
106	2	49	0.807	0.6759	-0.6759	0.9145	-1	-1.0000
106	2	50	0.823	0.7387	-0.7387	0.9285	-1	-1.0000
106	2	51	0.840	0.7562	-0.7562	0.9285	-1	-1.0000
106	2	52	0.857	0.7723	-0.7723	0.9285	-1	-1.0000
