Subject	Block	Trial	Attribute	Food	Rating	RT
30.0000	1.0000	1.0000	Liking	Tempeh_2_1Tbsp.jpg	3.0000	14.8723
30.0000	1.0000	2.0000	Liking	AlmondMilk_2_0.25glass.jpg	6.0000	3.8392
30.0000	1.0000	3.0000	Liking	AllBranBar_1_.25bar.jpg	4.0000	3.0639
30.0000	1.0000	4.0000	Liking	OatBran_4_1bowl.jpg	3.0000	3.9195
30.0000	1.0000	5.0000	Liking	VegetableThins_2_5Chips.jpg	5.0000	3.3091
30.0000	1.0000	6.0000	Liking	SlicedTurkey_5_4slices.jpg	5.0000	2.7150
30.0000	1.0000	7.0000	Liking	GreenGrapes_4_40.jpg	5.0000	2.9523
30.0000	1.0000	8.0000	Liking	Broccoli_1_1pc.jpg	5.0000	5.6124
30.0000	1.0000	9.0000	Liking	BabyFoodSweetPotatos_2_2T.jpg	1.0000	3.8385
30.0000	1.0000	10.0000	Liking	FrozenOkra_2_2pc.jpg	5.0000	2.7900
30.0000	1.0000	11.0000	Liking	Fritos_5_1c.jpg	3.0000	2.3706
30.0000	1.0000	12.0000	Liking	Mars_4_2Bars.jpg	3.0000	2.6940
30.0000	1.0000	13.0000	Liking	RitzCrackers_2_3Crackers.jpg	6.0000	2.0440
30.0000	1.0000	14.0000	Liking	PCChipCookie_2_0.5cookie.jpg	6.0000	1.0679
30.0000	1.0000	15.0000	Liking	Skittles_3_14pieces.jpg	6.0000	0.9396
30.0000	1.0000	16.0000	Liking	GreenPepper_2_2pc.jpg	4.0000	2.4882
30.0000	1.0000	17.0000	Liking	PopTartStrawberry_2_0.5tart.jpg	3.0000	2.9670
30.0000	1.0000	18.0000	Liking	WelchsFruitSnacks_1_1bag.jpg	4.0000	2.2100
30.0000	1.0000	19.0000	Liking	PCChipCookie_5_4cookie.jpg	6.0000	1.6896
30.0000	1.0000	20.0000	Liking	IceCreamVanilla_1_2tsp.jpg	6.0000	1.9763
30.0000	1.0000	21.0000	Liking	Prunes_2_3.jpg	2.0000	3.4578
30.0000	1.0000	22.0000	Liking	Celery_2_1stalk.jpg	1.0000	2.2018
30.0000	1.0000	23.0000	Liking	NatureValleyChocolate_1_0.25bar.jpg	2.0000	2.6598
30.0000	1.0000	24.0000	Liking	WelchsFruitSnacks_3_4bags.jpg	6.0000	3.9637
30.0000	1.0000	25.0000	Liking	TofuDessert_2_2Tbsp.jpg	3.0000	3.4400
30.0000	1.0000	26.0000	Liking	Almonds_2_10.jpg	6.0000	2.4246
30.0000	1.0000	27.0000	Liking	Twizzlers_4_8.jpg	6.0000	0.8019
30.0000	1.0000	28.0000	Liking	LaysClassic_4_16Chips.jpg	6.0000	0.6288
30.0000	1.0000	29.0000	Liking	Smartfood_2_8Chips.jpg	6.0000	0.6143
30.0000	1.0000	30.0000	Liking	Fritos_2_5chips.jpg	3.0000	4.2582
30.0000	1.0000	31.0000	Liking	AppleChips_2_3chips.jpg	6.0000	2.8716
30.0000	1.0000	32.0000	Liking	DriedApricots_2_2.jpg	3.0000	2.9263
30.0000	1.0000	33.0000	Liking	Celery_4_0.5bunch.jpg	1.0000	1.6598
30.0000	1.0000	34.0000	Liking	Aero_1_1pc.jpg	2.0000	4.7878
30.0000	1.0000	35.0000	Liking	CornFlakes_3_2tbsps.jpg	6.0000	1.4726
30.0000	1.0000	36.0000	Liking	LaysClassic_3_8Chips.jpg	6.0000	1.3598
30.0000	1.0000	37.0000	Liking	IceCreamChocolate_1_1tsp.jpg	6.0000	4.0998
30.0000	1.0000	38.0000	Liking	RomaineLettuce_2_3leaves.jpg	5.0000	4.3380
30.0000	1.0000	39.0000	Liking	Snickers_2_1Bar.jpg	1.0000	3.0709
30.0000	1.0000	40.0000	Liking	MnMPlain_3_1tbsp.jpg	6.0000	1.3182
30.0000	1.0000	41.0000	Liking	GreenApple_4_1.jpg	5.0000	2.1555
30.0000	1.0000	42.0000	Liking	DriedApricots_5_0.75cup.jpg	1.0000	1.1576
30.0000	1.0000	43.0000	Liking	Snickers_3_2Bars.jpg	1.0000	0.9135
30.0000	1.0000	44.0000	Liking	RaisinBran_7_2cup.jpg	1.0000	1.0990
30.0000	1.0000	45.0000	Liking	Avocado_5_1avacado.jpg	4.0000	1.8228
30.0000	1.0000	46.0000	Liking	FrootLoops_2_2T.jpg	3.0000	1.7005
30.0000	1.0000	47.0000	Liking	CheeseNips_2_5nips.jpg	4.0000	3.5384
30.0000	1.0000	48.0000	Liking	SevenGrain_3_5.jpg	2.0000	1.8152
30.0000	1.0000	49.0000	Liking	SpeltCakes_2_0.5.jpg	5.0000	2.2404
30.0000	1.0000	50.0000	Liking	EnglishCucumber_5_0.5cuc.JPG	5.0000	2.4574
30.0000	1.0000	51.0000	Liking	OikosYogurt_3_2spoonfuls.jpg	4.0000	4.3613
30.0000	1.0000	52.0000	Liking	RufflesSourCreamOnion_3_5chips.jpg	6.0000	1.3528
30.0000	1.0000	53.0000	Liking	ProMax_4_1bar.jpg	2.0000	1.3167
30.0000	1.0000	54.0000	Liking	RitzCrackers_5_15Crackers.jpg	6.0000	0.7303
30.0000	1.0000	55.0000	Liking	BabyFoodSweetPotatos_5_1jar.jpg	1.0000	1.4715
30.0000	1.0000	56.0000	Liking	SevenGrain_1_1.jpg	2.0000	6.0787
30.0000	1.0000	57.0000	Liking	Avocado_2_2pc.jpg	6.0000	1.3337
30.0000	1.0000	58.0000	Liking	OatmealSquares_3_2tbsp.jpg	3.0000	3.5109
30.0000	1.0000	59.0000	Liking	CannedArtichoke_5_1can.jpg	2.0000	1.6691
30.0000	1.0000	60.0000	Liking	Strawberries_2_0.5c.jpg	6.0000	1.5952
30.0000	1.0000	61.0000	Liking	BrusselsSprouts_2_3.jpg	4.0000	1.9658
30.0000	1.0000	62.0000	Liking	Starburst_3_5pieces.jpg	6.0000	0.7851
30.0000	1.0000	63.0000	Liking	CornFlakes_6_2cups.jpg	6.0000	0.8358
30.0000	1.0000	64.0000	Liking	Shreddies_5_2c.jpg	4.0000	2.6165
30.0000	1.0000	65.0000	Liking	EnglishCucumber_2_2pc.jpg	6.0000	1.1459
30.0000	1.0000	66.0000	Liking	HoneyNutCheerios_5_2cup.jpg	6.0000	1.9234
30.0000	1.0000	67.0000	Liking	KashiBars_1_0.5bar.jpg	2.0000	1.2247
30.0000	1.0000	68.0000	Liking	RaisinBran_3_2tbsp.jpg	2.0000	1.7093
30.0000	1.0000	69.0000	Liking	Skittles_6_0.75pack.jpg	6.0000	0.6995
30.0000	1.0000	70.0000	Liking	Bananas_2_0.5.jpg	5.0000	2.6333
30.0000	1.0000	71.0000	Liking	Starburst_6_18pieces.jpg	6.0000	0.6023
30.0000	1.0000	72.0000	Liking	Pringles_2_3Chips.jpg	4.0000	4.7309
30.0000	1.0000	73.0000	Liking	MnMPeanuts_4_45.jpg	6.0000	1.3668
30.0000	1.0000	74.0000	Liking	Cheerios_2_2T.jpg	6.0000	1.8243
30.0000	1.0000	75.0000	Liking	FrozenPeas_6_0.5bag.jpg	4.0000	2.6323
30.0000	1.0000	76.0000	Liking	RiceKrispiesCereal_3_2tbsp.jpg	6.0000	0.8159
30.0000	1.0000	77.0000	Liking	Raspberries_4_.5c.jpg	6.0000	1.9285
30.0000	1.0000	78.0000	Liking	FrozenBroccoli_2_3chunks.jpg	5.0000	1.4751
30.0000	1.0000	79.0000	Liking	Shreddies_2_1T.jpg	5.0000	1.5199
30.0000	1.0000	80.0000	Liking	FrozenPeas_2_2tbsp.jpg	4.0000	1.7399
30.0000	1.0000	81.0000	Liking	MnMPeanuts_2_4.jpg	6.0000	1.4480
30.0000	1.0000	82.0000	Liking	SunChips_4_20Chips.jpg	2.0000	1.7946
30.0000	1.0000	83.0000	Liking	Asparagus_6_FullPack.jpg	4.0000	2.1067
30.0000	1.0000	84.0000	Liking	Beets_2_5pc.jpg	2.0000	2.1601
30.0000	1.0000	85.0000	Liking	Spinach_2_.5c.jpg	4.0000	2.0588
30.0000	1.0000	86.0000	Liking	GreenBeans_4_.5pck.jpg	4.0000	1.4808
30.0000	1.0000	87.0000	Liking	FrozenCorn_4_2cups.jpg	4.0000	1.5915
30.0000	1.0000	88.0000	Liking	YorkPeppermintPatties_2_3.jpg	2.0000	3.2556
30.0000	1.0000	89.0000	Liking	ClifBar_4_2bars.jpg	4.0000	2.6468
30.0000	1.0000	90.0000	Liking	CannedArtichoke_2_2.jpg	2.0000	1.2157
30.0000	1.0000	91.0000	Liking	PureFit_2_0.5Bars.jpg	2.0000	3.7844
30.0000	1.0000	92.0000	Liking	CoffeeCrisp_3_1Bars.jpg	4.0000	1.6105
30.0000	1.0000	93.0000	Liking	MnMPlain_5_1bag.jpg	6.0000	1.3158
30.0000	1.0000	94.0000	Liking	Almonds_4_40.jpg	6.0000	1.9045
30.0000	1.0000	95.0000	Liking	Raspberries_5_.5bag.jpg	6.0000	1.0533
30.0000	1.0000	96.0000	Liking	TofuDessert_4_1pck.jpg	2.0000	2.3165
30.0000	1.0000	97.0000	Liking	ClifBar_2_0.5bar.jpg	2.0000	1.5131
30.0000	1.0000	98.0000	Liking	Beets_5_1can.jpg	2.0000	1.1587
30.0000	1.0000	99.0000	Liking	FrozenOkra_5_0.5box.jpg	4.0000	2.2566
30.0000	1.0000	100.0000	Liking	AllBranBar_3_1bar.jpg	2.0000	4.0561
30.0000	1.0000	101.0000	Liking	SkittlesSour_3_8pieces.jpg	6.0000	1.5036
30.0000	1.0000	102.0000	Liking	Spinach_4_.5box.jpg	5.0000	1.7336
30.0000	1.0000	103.0000	Liking	RedPepper_5_1pepper.jpg	4.0000	2.8556
30.0000	1.0000	104.0000	Liking	OikosYogurt_6_1c.jpg	2.0000	1.5512
30.0000	1.0000	105.0000	Liking	SkimMilk_4_1glass.jpg	6.0000	1.9140
30.0000	1.0000	106.0000	Liking	Onion_2_1ring.jpg	5.0000	3.5271
30.0000	1.0000	107.0000	Liking	MangoChunks_5_1cup.jpg	6.0000	1.5398
30.0000	1.0000	108.0000	Liking	SkimMilk_1_1Tbsp.jpg	4.0000	3.8236
30.0000	1.0000	109.0000	Liking	WaterChestnuts_3_8pc.jpg	3.0000	4.2972
30.0000	1.0000	110.0000	Liking	Caramilk_5_2bars.jpg	2.0000	2.1986
30.0000	1.0000	111.0000	Liking	Bananas_3_1.jpg	5.0000	1.8720
30.0000	1.0000	112.0000	Liking	Tuna_2_1T.jpg	5.0000	1.8867
30.0000	1.0000	113.0000	Liking	ProMax_2_0.25bar.jpg	2.0000	1.2048
30.0000	1.0000	114.0000	Liking	Mars_2_0.5Bar.jpg	2.0000	1.3581
30.0000	1.0000	115.0000	Liking	DriedHerring_1_1fish.jpg	4.0000	2.2256
30.0000	1.0000	116.0000	Liking	Cauliflower_2_3chunks.jpg	4.0000	1.9275
30.0000	1.0000	117.0000	Liking	Triscuit_5_30crackers.jpg	4.0000	1.4274
30.0000	1.0000	118.0000	Liking	AllBranCereal_6_1cup.jpg	4.0000	1.0778
30.0000	1.0000	119.0000	Liking	Broccoli_4_1.5c.jpg	5.0000	1.6123
30.0000	1.0000	120.0000	Liking	VanillaGreekYogurt_4_1cup.jpg	6.0000	2.1816
30.0000	1.0000	121.0000	Liking	Caramilk_2_2pc.jpg	2.0000	1.8077
30.0000	1.0000	122.0000	Liking	KashiBars_4_3bars.jpg	2.0000	1.4331
30.0000	1.0000	123.0000	Liking	SpeltCakes_5_4.jpg	4.0000	1.5851
30.0000	1.0000	124.0000	Liking	FrozenBroccoli_6_0.5bag.jpg	4.0000	1.6638
30.0000	1.0000	125.0000	Liking	Doritos_5_20chips.jpg	6.0000	1.1019
30.0000	1.0000	126.0000	Liking	SunChips_2_3Chips.jpg	2.0000	1.2547
30.0000	1.0000	127.0000	Liking	Nutella_4_3spoons.jpg	6.0000	1.1260
30.0000	1.0000	128.0000	Liking	RufflesSourCreamOnion_5_20chips.jpg	6.0000	0.7340
30.0000	1.0000	129.0000	Liking	ClamJuice_3_0.25c.jpg	2.0000	1.5459
30.0000	1.0000	130.0000	Liking	IceCreamChocolate_4_3scoops.jpg	6.0000	0.7100
30.0000	1.0000	131.0000	Liking	OatBran_2_2T.jpg	2.0000	3.7154
30.0000	1.0000	132.0000	Liking	CoffeeCrisp_1_0.25bar.jpg	5.0000	1.9126
30.0000	1.0000	133.0000	Liking	AppleChips_5_1c..jpg	4.0000	2.7775
30.0000	1.0000	134.0000	Liking	GreenPepper_6_1pepper.jpg	4.0000	1.8994
30.0000	1.0000	135.0000	Liking	ClamJuice_1_1T.jpg	1.0000	3.0648
30.0000	1.0000	136.0000	Liking	GreenApple_2_1slice.jpg	5.0000	1.3037
30.0000	1.0000	137.0000	Liking	Nutella_1_0.5spoon.jpg	6.0000	1.3008
30.0000	1.0000	138.0000	Liking	Mentos_2_3pc.jpg	4.0000	1.8984
30.0000	1.0000	139.0000	Liking	BabyFoodCarrots_5_1jar.jpg	2.0000	2.4405
30.0000	1.0000	140.0000	Liking	RedPepper_2_2pc.jpg	2.0000	1.1279
30.0000	1.0000	141.0000	Liking	FrootLoops_6_2Cups.jpg	2.0000	1.6471
30.0000	1.0000	142.0000	Liking	VegetableThins_5_25Chips.jpg	5.0000	1.9185
30.0000	1.0000	143.0000	Liking	Smartfood_4_100Chips.jpg	6.0000	1.2453
30.0000	1.0000	144.0000	Liking	Orange_1_0.25orange.jpg	6.0000	0.8853
30.0000	1.0000	145.0000	Liking	CheeseNips_5_1c.jpg	4.0000	1.5553
30.0000	1.0000	146.0000	Liking	Butternut_3_0.3cup.jpg	4.0000	2.9567
30.0000	1.0000	147.0000	Liking	BrusselsSprouts_4_1Box.jpg	3.0000	1.6481
30.0000	1.0000	148.0000	Liking	Strawberries_3_0.5bag.jpg	6.0000	1.2702
30.0000	1.0000	149.0000	Liking	SlicedTurkey_2_0.5slice.jpg	4.0000	1.6209
30.0000	1.0000	150.0000	Liking	Cheetos_6_2c.jpg	6.0000	1.0054
30.0000	1.0000	151.0000	Liking	FrozenBlueberries_3_1cup.jpg	6.0000	1.8142
30.0000	1.0000	152.0000	Liking	Mackerel_3_4fish.jpg	5.0000	1.4790
30.0000	1.0000	153.0000	Liking	FrozenBlueberries_1_1tbsp.jpg	6.0000	0.8055
30.0000	1.0000	154.0000	Liking	HoneyNutCheerios_2_2tbsp.jpg	6.0000	0.8187
30.0000	1.0000	155.0000	Liking	Mackerel_1_1fish.jpg	5.0000	1.7317
30.0000	1.0000	156.0000	Liking	BabyFoodCarrots_3_2Tbsp.jpg	1.0000	1.5757
30.0000	1.0000	157.0000	Liking	YorkPeppermintPatties_4_12.jpg	2.0000	3.5365
30.0000	1.0000	158.0000	Liking	Smarties_5_3boxes.jpg	6.0000	0.8605
30.0000	1.0000	159.0000	Liking	Tempeh_4_.5pack.jpg	2.0000	0.8917
30.0000	1.0000	160.0000	Liking	OatmealSquares_7_2Cups.jpg	2.0000	1.7817
30.0000	1.0000	161.0000	Liking	Doritos_2_3chips.jpg	6.0000	0.6465
30.0000	1.0000	162.0000	Liking	MangoChunks_2_3.jpg	6.0000	0.9826
30.0000	1.0000	163.0000	Liking	Tuna_4_1can.jpg	6.0000	1.1452
30.0000	1.0000	164.0000	Liking	Onion_4_0.25.jpg	5.0000	2.5412
30.0000	1.0000	165.0000	Liking	SlimStyles_6_2c.jpg	1.0000	4.0653
30.0000	1.0000	166.0000	Liking	Twizzlers_2_2.jpg	5.0000	0.9201
30.0000	1.0000	167.0000	Liking	FrozenCorn_2_0.5cup.jpg	5.0000	1.3648
30.0000	1.0000	168.0000	Liking	Butternut_7_2cups.jpg	4.0000	1.7595
30.0000	1.0000	169.0000	Liking	Orange_5_2orange.jpg	6.0000	0.8993
30.0000	1.0000	170.0000	Liking	SlimStyles_2_2Tbsp.jpg	2.0000	1.0650
30.0000	1.0000	171.0000	Liking	FrozenPeaches_5_1.5Cups.jpg	6.0000	1.2956
30.0000	1.0000	172.0000	Liking	PureFit_4_2Bars.jpg	2.0000	0.8616
30.0000	1.0000	173.0000	Liking	DriedHerring_3_4fish.jpg	4.0000	1.3170
30.0000	1.0000	174.0000	Liking	Smarties_2_0.5box.jpg	6.0000	0.5697
30.0000	1.0000	175.0000	Liking	PopTartStrawberry_5_3tarts.jpg	3.0000	1.5804
30.0000	1.0000	176.0000	Liking	WaterChestnuts_5_0.5can.jpg	2.0000	1.3110
30.0000	1.0000	177.0000	Liking	Asparagus_3_7.jpg	4.0000	1.5858
30.0000	1.0000	178.0000	Liking	Reese_4_5Cup.jpg	2.0000	1.2836
30.0000	1.0000	179.0000	Liking	Reese_1_1Cup.jpg	1.0000	0.8337
30.0000	1.0000	180.0000	Liking	Pringles_5_40Chips.jpg	6.0000	2.9437
30.0000	1.0000	181.0000	Liking	BBQCrisps_6_1cup.jpg	6.0000	1.8904
30.0000	1.0000	182.0000	Liking	IceCreamVanilla_4_3scoops.jpg	6.0000	0.6725
30.0000	1.0000	183.0000	Liking	AlmondMilk_4_1glass.jpg	6.0000	0.8313
30.0000	1.0000	184.0000	Liking	Prunes_5_1c.jpg	2.0000	2.8541
30.0000	1.0000	185.0000	Liking	RiceKrispiesCereal_7_2cups.jpg	6.0000	0.9574
30.0000	1.0000	186.0000	Liking	AllBranCereal_2_1tbsp.jpg	2.0000	1.4288
30.0000	1.0000	187.0000	Liking	RomaineLettuce_4_1head.jpg	5.0000	2.2613
30.0000	1.0000	188.0000	Liking	Cheetos_3_10pc.jpg	6.0000	0.8209
30.0000	1.0000	189.0000	Liking	Cauliflower_6_0.5bag.jpg	4.0000	1.8822
30.0000	1.0000	190.0000	Liking	SkittlesSour_6_0.5pack.jpg	6.0000	0.7522
30.0000	1.0000	191.0000	Liking	NatureValleyChocolate_4_2bars.jpg	2.0000	0.9633
