Subject	Block	Trial	Attribute	Food	Rating	RT
62.0000	1.0000	1.0000	Liking	NatureValleyChocolate_1_0.25bar.jpg	4.0000	6.4895
62.0000	1.0000	2.0000	Liking	PureFit_4_2Bars.jpg	2.0000	4.4797
62.0000	1.0000	3.0000	Liking	Bananas_2_0.5.jpg	6.0000	4.1352
62.0000	1.0000	4.0000	Liking	Shreddies_5_2c.jpg	2.0000	2.5366
62.0000	1.0000	5.0000	Liking	YorkPeppermintPatties_2_3.jpg	3.0000	5.5465
62.0000	1.0000	6.0000	Liking	SkimMilk_1_1Tbsp.jpg	5.0000	4.3032
62.0000	1.0000	7.0000	Liking	OatBran_2_2T.jpg	2.0000	3.9813
62.0000	1.0000	8.0000	Liking	Nutella_1_0.5spoon.jpg	4.0000	4.1281
62.0000	1.0000	9.0000	Liking	BBQCrisps_2_5.jpg	5.0000	5.1256
62.0000	1.0000	10.0000	Liking	Shreddies_2_1T.jpg	2.0000	3.2882
62.0000	1.0000	11.0000	Liking	IceCreamChocolate_4_3scoops.jpg	6.0000	3.7031
62.0000	1.0000	12.0000	Liking	Orange_5_2orange.jpg	6.0000	2.4690
62.0000	1.0000	13.0000	Liking	RedPepper_5_1pepper.jpg	2.0000	2.2913
62.0000	1.0000	14.0000	Liking	GreenApple_4_1.jpg	4.0000	4.9459
62.0000	1.0000	15.0000	Liking	FrozenPeas_2_2tbsp.jpg	5.0000	7.6787
62.0000	1.0000	16.0000	Liking	LaysClassic_3_8Chips.jpg	6.0000	1.8863
62.0000	1.0000	17.0000	Liking	RaisinBran_3_2tbsp.jpg	4.0000	5.3029
62.0000	1.0000	18.0000	Liking	FrozenBlueberries_1_1tbsp.jpg	5.0000	5.8443
62.0000	1.0000	19.0000	Liking	Bananas_3_1.jpg	6.0000	4.5732
62.0000	1.0000	20.0000	Liking	DriedHerring_1_1fish.jpg	2.0000	4.5766
62.0000	1.0000	21.0000	Liking	Butternut_3_0.3cup.jpg	3.0000	3.5874
62.0000	1.0000	22.0000	Liking	FrozenBlueberries_3_1cup.jpg	6.0000	3.3407
62.0000	1.0000	23.0000	Liking	BabyFoodSweetPotatos_5_1jar.jpg	4.0000	3.2974
62.0000	1.0000	24.0000	Liking	Tuna_4_1can.jpg	4.0000	3.1202
62.0000	1.0000	25.0000	Liking	Asparagus_3_7.jpg	3.0000	3.3063
62.0000	1.0000	26.0000	Liking	Broccoli_1_1pc.jpg	2.0000	2.4003
62.0000	1.0000	27.0000	Liking	AllBranCereal_6_1cup.jpg	4.0000	3.1651
62.0000	1.0000	28.0000	Liking	MnMPeanuts_2_4.jpg	5.0000	1.7365
62.0000	1.0000	29.0000	Liking	Beets_5_1can.jpg	4.0000	4.1249
62.0000	1.0000	30.0000	Liking	Spinach_4_.5box.jpg	3.0000	2.0970
62.0000	1.0000	31.0000	Liking	Strawberries_2_0.5c.jpg	6.0000	1.8059
